numero_questao,link,banca_orgao,assunto,enunciado,alternativas,gabarito
166,www.tecconcursos.com.br/questoes/3501285,CEBRASPE (CESPE) - Tec (FUB)/FUB/Laboratório/Análise Clínica/2025,Direito Constitucional (CF/1988 e Doutrina) - Gerações de Direitos Fundamentais,"166) No que se refere à classificação das Constituições e aos direitos e às garantias fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item a seguir. Os direitos fundamentais de segunda geração identificam-se com as liberdades positivas ou concretas, materializando, segundo a doutrina consolidada, os direitos de igualdade. Certo Errado",Certo;Errado,Certo
167,www.tecconcursos.com.br/questoes/3041228,CEBRASPE (CESPE) - Proc Mun (PGM Mossoró)/Pref Mossoró/2024,Direito Constitucional (CF/1988 e Doutrina) - Gerações de Direitos Fundamentais,"167) Quanto ao poder constituinte, aos direitos e deveres individuais e coletivos e aos direitos políticos, julgue o item a seguir. A segunda geração (ou dimensão) dos direitos fundamentais compreende os direitos sociais, cujo desenvolvimento se deveu, entre outras causas, à pressão de movimentos sociais. Certo Errado",Certo;Errado,Certo
168,www.tecconcursos.com.br/questoes/3202214,"CEBRASPE (CESPE) - AJ TSE/TSE/Administrativa/""Sem Especialidade""/2024",Direito Constitucional (CF/1988 e Doutrina) - Gerações de Direitos Fundamentais,"168) A respeito dos direitos e garantias fundamentais, julgue o item a seguir. A característica de historicidade dos direitos fundamentais está relacionada à concepção de gerações ou dimensões desses direitos. Certo Errado",Certo;Errado,Certo
169,www.tecconcursos.com.br/questoes/3249793,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Administrativa/Sem Especialidade/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"169) Com relação aos princípios fundamentais e aos direitos e garantias fundamentais previstos na Constituição Federal de 1988 (CF), bem como à aplicabilidade das normas constitucionais, julgue o item a seguir. A CF garante a livre manifestação do pensamento, vedado o anonimato. Certo Errado",Certo;Errado,Certo
170,www.tecconcursos.com.br/questoes/3255599,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Apoio Especializado/Medicina Cardiologia/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"170) A respeito do direito à liberdade religiosa, julgue o item a seguir, considerando, no que couber, o entendimento jurisprudencial dos tribunais superiores. O Estado está obrigado a respeitar a liberdade religiosa, mas o mesmo não se aplica aos particulares. Certo Errado",Certo;Errado,Errado
171,www.tecconcursos.com.br/questoes/3255600,CEBRASPE (CESPE) - AJ TRF6/TRF 6/Apoio Especializado/Medicina Cardiologia/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"171) A respeito do direito à liberdade religiosa, julgue o item a seguir, considerando, no que couber, o entendimento jurisprudencial dos tribunais superiores. O direito à liberdade religiosa é um direito humano, mas ainda não é considerado um direito fundamental. Certo Errado",Certo;Errado,Errado
172,www.tecconcursos.com.br/questoes/3312853,CEBRASPE (CESPE) - AA (ANM)/ANM/Administração/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"172) A respeito dos direitos e das garantias fundamentais e da administração pública, julgue o item a seguir. O direito de liberdade de informação não é absoluto e deve ser compatibilizado com o direito ao esquecimento, o qual é entendido como o poder de obstar, em razão da passagem do tempo, a divulgação de fatos ou dados verídicos e licitamente obtidos e publicados em meios de comunicação social analógicos ou digitais. Certo Errado",Certo;Errado,Errado
173,www.tecconcursos.com.br/questoes/3341592,CEBRASPE (CESPE) - AJ TRT10/TRT 10/Administrativa/Contabilidade/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"173) Considerando as disposições da Constituição Federal de 1988 (CF) e a doutrina e jurisprudência correlatas, julgue o item a seguir. As normas constitucionais definidoras dos direitos e deveres individuais e coletivos têm aplicação imediata. Certo Errado",Certo;Errado,Certo
174,www.tecconcursos.com.br/questoes/3346149,"CEBRASPE (CESPE) - AJ TRT10/TRT 10/Judiciária/""Sem Especialidade""/2025",Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"174) No que diz respeito aos direitos e às garantias fundamentais, à defesa do Estado e das instituições democráticas, à organização dos Poderes do Estado e às funções essenciais à justiça, julgue o item que se segue, consoante o disposto na CF e o entendimento do STF. Exceto na vigência do estado de defesa, a liberdade de locomoção do indivíduo submete-se ao controle pelo Poder Judiciário, quer para a determinação da prisão em flagrante delito, quer para a autorização da sua continuidade. Certo Errado",Certo;Errado,Errado
175,www.tecconcursos.com.br/questoes/3361105,CEBRASPE (CESPE) - AA (IBAMA)/IBAMA/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"175) Em relação à ordem econômica e financeira, aos direitos e deveres individuais e coletivos e ao Ministério Público, julgue o item a seguir, considerando as disposições da CF e o entendimento do Supremo Tribunal Federal (STF). Com o objetivo de anular ato lesivo ao patrimônio público e ao meio ambiente, associação civil de proteção aos direitos difusos está autorizada a ajuizar ação popular, ficando a autora isenta do pagamento de custas judiciais e do ônus dasucumbência, salvo comprovada má-fé. Certo Errado",Certo;Errado,Errado
176,www.tecconcursos.com.br/questoes/3374005,CEBRASPE (CESPE) - Ana Min (MPE CE)/MPE CE/Direito/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"176) Em relação ao controle de constitucionalidade e aos direitos e garantias fundamentais, julgue o item a seguir, com base na Constituição Federal de 1988 (CF) e na jurisprudência do STF. É constitucional lei que isenta pessoas reconhecidamente pobres do pagamento dos emolumentos devidos pela expedição de registro civil de nascimento e da respectiva primeira certidão, bem como pela emissão da carteira de identidade. Certo Errado",Certo;Errado,Certo
177,www.tecconcursos.com.br/questoes/3438934,CEBRASPE (CESPE) - Ana (EMBRAPA)/EMBRAPA/Direito e Auditoria/Assessoria Jurídica - Advogado/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"177) Julgue o item a seguir, considerando os princípios fundamentais da República Federativa do Brasil, os direitos e garantias fundamentais, bem como a aplicabilidade das normas constitucionais. É inconstitucional a prática de desqualificar a mulher vítima de violência durante a instrução e o julgamento de crimes contra a dignidade sexual e de todos os crimes de violência contra a mulher; contudo, conforme a natureza do crime, é permitida eventual menção, inquirição ou fundamentação sobre a vida sexual pregressa ou ao modo de vida da vítima em audiências e decisões judiciais. Certo Errado",Certo;Errado,Errado
178,www.tecconcursos.com.br/questoes/3454183,CEBRASPE (CESPE) - Ana Tec (SUSEP)/SUSEP/Contabilidade Pública/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"178) Acerca dos sistemas de controle jurisdicional da administração pública e do controle da atividade financeira do Estado, julgue o item que se segue. O Poder Judiciário pode atuar para garantir a legalidade e a constitucionalidade dos atos financeiros, exceto quando há lesão ou ameaça a direito. Certo Errado",Certo;Errado,Errado
179,www.tecconcursos.com.br/questoes/3454184,CEBRASPE (CESPE) - Ana Tec (SUSEP)/SUSEP/Contabilidade Pública/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"179) Acerca dos sistemas de controle jurisdicional da administração pública e do controle da atividade financeira do Estado, julgue o item que se segue. Decisões do tribunal de contas podem ser objeto de controle jurisdicional, mediante questionamento por particulares ou órgãos públicos perante o Poder Judiciário. Certo Errado",Certo;Errado,Certo
180,www.tecconcursos.com.br/questoes/3492591,CEBRASPE (CESPE) - Adm (PF)/PF/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"180) Julgue o item seguinte com base na Constituição Federal de 1988 (CF) e na jurisprudência dos tribunais superiores. É assegurado ao preso o direito à identificação dos responsáveis por sua prisão, exceto quando esta ocorrer no âmbito de operação sigilosa autorizada por autoridade competente. Certo Errado",Certo;Errado,Errado
181,www.tecconcursos.com.br/questoes/3495075,CEBRASPE (CESPE) - Adm (FUB)/FUB/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"181) Em relação à classificação das constituições e aos direitos e às garantias fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item a seguir. Em razão dos princípios da reserva legal e da anterioridade da lei penal, o reconhecimento de uma conduta como crime exige tanto sua definição legal como crime quanto a previsão legal das penas a ele cominadas. Certo Errado",Certo;Errado,Certo
182,www.tecconcursos.com.br/questoes/3499542,CEBRASPE (CESPE) - Assist (FUB)/FUB/Administração/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"182) Em relação aos direitos e garantias fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item a seguir. A pequena propriedade rural, assim definida em lei, desde que trabalhada pela família, não será objeto de penhora para pagamento de débitos decorrentes de sua atividade produtiva, devendo a lei dispor sobre os meios de financiar o seu desenvolvimento. Certo Errado",Certo;Errado,Certo
183,www.tecconcursos.com.br/questoes/3501282,CEBRASPE (CESPE) - Tec (FUB)/FUB/Laboratório/Análise Clínica/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"183) No que se refere à classificação das Constituições e aos direitos e às garantias fundamentais previstos na Constituição Federal de 1988 (CF), julgue o item a seguir. É livre a expressão da atividade científica e de comunicação, desde que observada prévia licença do órgão ou da autoridade competente. Certo Errado",Certo;Errado,Errado
184,www.tecconcursos.com.br/questoes/3544360,CEBRASPE (CESPE) - TEFC (TCU)/TCU/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"184) Em relação a direitos e deveres individuais e coletivos, direitos sociais, nacionalidade, cidadania, direitos políticos e partidos políticos, julgue o item que se segue. Todos podem reunir-se pacificamente, sem armas, em locais abertos ao público, desde que previamente autorizados pela autoridade competente e desde que não frustrem outra reunião anteriormente convocada para o mesmo local. Certo Errado",Certo;Errado,Errado
185,www.tecconcursos.com.br/questoes/3546932,CEBRASPE (CESPE) - PCF/PF/Área 1/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"185) Com base no disposto na Constituição Federal de 1988 (CF) e em seus princípios e normas, julgue o item a seguir. O direito à vida é protegido como cláusula pétrea pela CF, sendo vedada a pena de morte, salvo no caso de guerra declarada. Certo Errado",Certo;Errado,Certo
186,www.tecconcursos.com.br/questoes/3552586,CEBRASPE (CESPE) - EPF/PF/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"186) Julgue o item a seguir, a respeito de direitos e garantias fundamentais e forma e sistema de governo. O sigilo da correspondência e das comunicações telefônicas pode ser afastado por determinação judicial, quando isso for necessário à apuração de infrações penais ou administrativas, conforme dispuser a lei. Certo Errado",Certo;Errado,Errado
187,www.tecconcursos.com.br/questoes/3606599,CEBRASPE (CESPE) - OFA (TJ PA)/TJ PA/2025,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"187) Acerca dos princípios fundamentais da Constituição Federal de 1988 (CF), julgue o item seguinte. O princípio da dignidade da pessoa humana, além de assumir a condição de valor-fonte que conforma o ordenamento constitucional, pode operar simultaneamente como regra constitucional, conforme exemplifica a vedação à tortura e aos tratamentos desumanos e degradantes. Certo Errado",Certo;Errado,Certo
188,www.tecconcursos.com.br/questoes/2775385,CEBRASPE (CESPE) - Ana CT I (CNPq)/CNPq/Administração e Recursos Logísticos/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"188) Acerca dos direitos e deveres individuais e coletivos e dos direitos sociais, julgue o item que se segue, com base na Constituição Federal de 1988. Aos que litigam, em processo judicial ou administrativo, é assegurado o direito ao contraditório e à ampla defesa. Certo Errado",Certo;Errado,Certo
189,www.tecconcursos.com.br/questoes/2778648,CEBRASPE (CESPE) - Aud Est (CGE RJ)/CGE RJ/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"189) À luz das disposições constitucionais aplicáveis ao direito penal, julgue o item a seguir. Embora uma das funções essenciais da Constituição Federal de 1988 vigente seja a garantia de direitos fundamentais, o legislador constituinte estabeleceu mandados de criminalização Certo Errado",Certo;Errado,Certo
190,www.tecconcursos.com.br/questoes/2778692,CEBRASPE (CESPE) - Aud Est (CGE RJ)/CGE RJ/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"190) À luz das disposições constitucionais aplicáveis ao direito penal, julgue o item a seguir. Entre os crimes considerados imprescritíveis pelo ordenamento jurídico brasileiro, incluem-se o de racismo e os hediondos. Certo Errado",Certo;Errado,Errado
191,www.tecconcursos.com.br/questoes/2778694,CEBRASPE (CESPE) - Aud Est (CGE RJ)/CGE RJ/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"191) À luz das disposições constitucionais aplicáveis ao direito penal, julgue o item a seguir. No que diz respeito às espécies de penas, a Constituição Federal de 1988 admite a privação ou restrição de liberdade, porém veda a interdição de direitos. Certo Errado",Certo;Errado,Errado
192,www.tecconcursos.com.br/questoes/2779633,CEBRASPE (CESPE) - Adv (CAU BR)/CAU BR/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"192) Acerca dos direitos e das garantias fundamentais e da organização do Estado brasileiro, julgue o próximo item. As associações somente poderão ser compulsoriamente dissolvidas ou ter suas atividades suspensas por decisão judicial com trânsito em julgado. Certo Errado",Certo;Errado,Errado
193,www.tecconcursos.com.br/questoes/2793990,CEBRASPE (CESPE) - APGIPI (INPI)/INPI/Gestão e Suporte/Direito/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"193) A respeito de direitos e garantias fundamentais, julgue o item a seguir. É assegurada, nos termos da lei, a proteção às participações individuais em obras coletivas e à reprodução da imagem e da voz humanas, salvo nas atividades desportivas. Certo Errado",Certo;Errado,Errado
194,www.tecconcursos.com.br/questoes/2793993,CEBRASPE (CESPE) - APGIPI (INPI)/INPI/Gestão e Suporte/Direito/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"194) A respeito de direitos e garantias fundamentais, julgue o item a seguir. A liberdade de associação, segundo a Constituição Federal de 1988 (CF), compreende o direito de criar associação, mas depende, em determinados casos, de autorização legal. Certo Errado",Certo;Errado,Errado
195,www.tecconcursos.com.br/questoes/2794142,CEBRASPE (CESPE) - APGIPI (INPI)/INPI/Gestão e Suporte/Direito/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"195) A respeito de direitos e garantias fundamentais, julgue o item a seguir. A lei assegura aos autores de inventos industriais privilégio temporário para sua utilização. Certo Errado",Certo;Errado,Certo
196,www.tecconcursos.com.br/questoes/2817080,CEBRASPE (CESPE) - ERAC (ANAC)/ANAC/Qualquer Área de Formação/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"196) Com relação aos direitos humanos e sua relação com as garantias fundamentais estabelecidas na Constituição Federal de 1988, julgue o item a seguir. A privacidade das pessoas é um direito e a inviolabilidade de domicílio é uma garantia desse direito. Certo Errado",Certo;Errado,Certo
197,www.tecconcursos.com.br/questoes/2854356,"CEBRASPE (CESPE) - ERSTT (ANTT)/ANTT/""Sem Área""/2024",Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"197) A respeito dos direitos e das garantias fundamentais, dos partidos políticos e da organização do Estado, julgue o item a seguir de acordo com a Constituição Federal de 1988 (CF). Alguns direitos e garantias fundamentais, como a liberdade de locomoção e o direito de petição, são exclusivos das pessoas naturais. Certo Errado",Certo;Errado,Errado
198,www.tecconcursos.com.br/questoes/2854358,"CEBRASPE (CESPE) - ERSTT (ANTT)/ANTT/""Sem Área""/2024",Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"198) A respeito dos direitos e das garantias fundamentais, dos partidos políticos e da organização do Estado, julgue o item a seguir de acordo com a Constituição Federal de 1988 (CF). A CF estabelece a liberdade de expressão como um direito fundamental absoluto, sendo vedada qualquer forma de restrição judicial ou infraconstitucional ao seu exercício. Certo Errado",Certo;Errado,Errado
199,www.tecconcursos.com.br/questoes/2875303,CEBRASPE (CESPE) - Ana CT (CAPES)/CAPES/Geral/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"199) A Constituição Federal de 1988 prevê que “todos têm direito a receber dos órgãos públicos informações de seu interesse particular, ou de interesse coletivo ou geral, que serão prestadas no prazo da lei, sob pena de responsabilidade (...)”. Acerca do conteúdo desse dispositivo, julgue o item que se segue. Embora garanta o recebimento de informações, o texto constitucional expressamente ressalva as informações cujo sigilo seja imprescindível à segurança da sociedade e do Estado. Certo Errado",Certo;Errado,Certo
200,www.tecconcursos.com.br/questoes/2875304,CEBRASPE (CESPE) - Ana CT (CAPES)/CAPES/Geral/2024,Direito Constitucional (CF/1988 e Doutrina) - Dos Direitos e Deveres Individuais e Coletivos (art. 5º da CF/1988),"200) A Constituição Federal de 1988 prevê que “todos têm direito a receber dos órgãos públicos informações de seu interesse particular, ou de interesse coletivo ou geral, que serão prestadas no prazo da lei, sob pena de responsabilidade (...)”. Acerca do conteúdo desse dispositivo, julgue o item que se segue. O acesso à informação pública decorre do direito à publicidade, que, assim como todo direito fundamental, é absoluto. Certo Errado",Certo;Errado,Errado
